dv,factor,a,b,mean_a,mean_b,diff,stat_kind,stat,p_uncorrected,p_bonferroni,n_pairs_in_family
mental,technique,SemiDwell,SemiSwipe,3.066666666666667,2.8666666666666667,0.20000000000000018,W,156.0,0.8602262672511555,1.0,10
mental,technique,SemiDwell,SemiTilt,3.066666666666667,3.1,-0.033333333333333215,W,198.5,0.9179172847574435,1.0,10
mental,technique,SemiNDH,SemiSwipe,2.6,2.8666666666666667,-0.2666666666666666,W,151.0,0.7554466907149955,1.0,10
mental,technique,SemiNDH,SemiTilt,2.6,3.1,-0.5,W,98.0,0.35265907757096093,1.0,10
mental,technique,SemiSwipe,SemiTilt,2.8666666666666667,3.1,-0.2333333333333334,W,168.0,0.6119212127621874,1.0,10
performance,technique,FullDH,SemiDwell,2.7,2.7666666666666666,-0.06666666666666643,W,159.5,0.935214951104819,1.0,10
performance,technique,FullDH,SemiNDH,2.7,3.566666666666667,-0.8666666666666667,W,78.0,0.037766566813282595,0.377665668132826,10
performance,technique,FullDH,SemiSwipe,2.7,3.4,-0.6999999999999997,W,131.0,0.1607552016890207,1.0,10
performance,technique,FullDH,SemiTilt,2.7,2.6333333333333333,0.06666666666666687,W,182.0,0.8647679325332055,1.0,10
performance,technique,SemiDwell,SemiNDH,2.7666666666666666,3.566666666666667,-0.8000000000000003,W,120.0,0.0946532438895082,0.946532438895082,10
performance,technique,SemiDwell,SemiSwipe,2.7666666666666666,3.4,-0.6333333333333333,W,146.5,0.30469913390483583,1.0,10
performance,technique,SemiDwell,SemiTilt,2.7666666666666666,2.6333333333333333,0.1333333333333333,W,128.0,0.7595675162007409,1.0,10
performance,technique,SemiNDH,SemiSwipe,3.566666666666667,3.4,0.16666666666666696,W,188.0,0.9804853931955966,1.0,10
performance,technique,SemiNDH,SemiTilt,3.566666666666667,2.6333333333333333,0.9333333333333336,W,125.0,0.0734014663272162,0.734014663272162,10
performance,technique,SemiSwipe,SemiTilt,3.4,2.6333333333333333,0.7666666666666666,W,88.5,0.129652462918924,1.0,10
physical,technique,FullDH,SemiDwell,3.3666666666666667,2.966666666666667,0.3999999999999999,W,160.5,0.48993339988304574,1.0,10
physical,technique,FullDH,SemiNDH,3.3666666666666667,3.1,0.2666666666666666,W,115.0,0.47942223549333673,1.0,10
physical,technique,FullDH,SemiSwipe,3.3666666666666667,2.5,0.8666666666666667,W,111.0,0.09762001087277944,0.9762001087277944,10
physical,technique,FullDH,SemiTilt,3.3666666666666667,2.9,0.4666666666666668,W,145.0,0.2853513541939716,1.0,10
physical,technique,SemiDwell,SemiNDH,2.966666666666667,3.1,-0.1333333333333333,W,198.5,0.9176884296377457,1.0,10
physical,technique,SemiDwell,SemiSwipe,2.966666666666667,2.5,0.4666666666666668,W,169.0,0.29055230102848506,1.0,10
physical,technique,SemiDwell,SemiTilt,2.966666666666667,2.9,0.06666666666666687,W,160.5,0.7012691009192813,1.0,10
physical,technique,SemiNDH,SemiSwipe,3.1,2.5,0.6000000000000001,W,116.0,0.12540969387168915,1.0,10
physical,technique,SemiNDH,SemiTilt,3.1,2.9,0.20000000000000018,W,183.0,0.646550143410104,1.0,10
physical,technique,SemiSwipe,SemiTilt,2.5,2.9,-0.3999999999999999,W,171.0,0.4621024189070069,1.0,10
satisfaction,technique,FullDH,SemiDwell,2.8,2.6666666666666665,0.1333333333333333,W,154.5,0.8285338229539583,1.0,10
satisfaction,technique,FullDH,SemiNDH,2.8,3.0,-0.20000000000000018,W,160.5,0.7016056204008017,1.0,10
satisfaction,technique,FullDH,SemiSwipe,2.8,3.3666666666666667,-0.5666666666666669,W,128.5,0.3584011659966643,1.0,10
satisfaction,technique,FullDH,SemiTilt,2.8,3.533333333333333,-0.7333333333333334,W,100.0,0.14967597500354338,1.0,10
satisfaction,technique,SemiDwell,SemiNDH,2.6666666666666665,3.0,-0.3333333333333335,W,147.5,0.47313420073348145,1.0,10
satisfaction,technique,SemiDwell,SemiSwipe,2.6666666666666665,3.3666666666666667,-0.7000000000000002,W,89.5,0.22722819796314897,1.0,10
satisfaction,technique,SemiDwell,SemiTilt,2.6666666666666665,3.533333333333333,-0.8666666666666667,W,103.0,0.06348572786116365,0.6348572786116364,10
satisfaction,technique,SemiNDH,SemiSwipe,3.0,3.3666666666666667,-0.3666666666666667,W,152.0,0.548013063891521,1.0,10
satisfaction,technique,SemiNDH,SemiTilt,3.0,3.533333333333333,-0.5333333333333332,W,89.5,0.22639173373372212,1.0,10
satisfaction,technique,SemiSwipe,SemiTilt,3.3666666666666667,3.533333333333333,-0.16666666666666652,W,139.5,0.7627754192762788,1.0,10
sus,technique,FullDH,SemiDwell,3.2333333333333334,2.7333333333333334,0.5,W,123.0,0.43744416108967643,1.0,10
sus,technique,FullDH,SemiNDH,3.2333333333333334,2.6,0.6333333333333333,W,118.5,0.2336595324852372,1.0,10
sus,technique,FullDH,SemiSwipe,3.2333333333333334,3.2333333333333334,0.0,W,187.5,0.9710174042825975,1.0,10
sus,technique,FullDH,SemiTilt,3.2333333333333334,3.3333333333333335,-0.10000000000000009,W,189.5,0.7562831554004188,1.0,10
sus,technique,SemiDwell,SemiNDH,2.7333333333333334,2.6,0.1333333333333333,W,182.0,0.8655635421763752,1.0,10
sus,technique,SemiDwell,SemiSwipe,2.7333333333333334,3.2333333333333334,-0.5,W,117.5,0.3507904996333111,1.0,10
sus,technique,SemiDwell,SemiTilt,2.7333333333333334,3.3333333333333335,-0.6000000000000001,W,104.0,0.29850101982696353,1.0,10
sus,technique,SemiNDH,SemiSwipe,2.6,3.2333333333333334,-0.6333333333333333,W,79.0,0.20143916116326088,1.0,10
sus,technique,SemiNDH,SemiTilt,2.6,3.3333333333333335,-0.7333333333333334,W,159.0,0.20279760288822224,1.0,10
sus,technique,SemiSwipe,SemiTilt,3.2333333333333334,3.3333333333333335,-0.10000000000000009,W,145.0,0.8857058677211438,1.0,10
temporal,technique,FullDH,SemiDwell,2.3333333333333335,2.8,-0.46666666666666634,W,135.5,0.30583465581635993,1.0,10
temporal,technique,FullDH,SemiNDH,2.3333333333333335,2.7,-0.3666666666666667,W,176.0,0.5362675200573375,1.0,10
temporal,technique,FullDH,SemiSwipe,2.3333333333333335,3.1,-0.7666666666666666,W,91.0,0.15093269643615972,1.0,10
temporal,technique,FullDH,SemiTilt,2.3333333333333335,2.8666666666666667,-0.5333333333333332,W,93.5,0.2814865262821691,1.0,10
temporal,technique,SemiDwell,SemiNDH,2.8,2.7,0.09999999999999964,W,175.0,0.734355228327868,1.0,10
temporal,technique,SemiDwell,SemiSwipe,2.8,3.1,-0.30000000000000027,W,144.0,0.6144280462897832,1.0,10
temporal,technique,SemiDwell,SemiTilt,2.8,2.8666666666666667,-0.06666666666666687,W,185.0,0.9229575234208839,1.0,10
temporal,technique,SemiNDH,SemiSwipe,2.7,3.1,-0.3999999999999999,W,147.5,0.4732975273770488,1.0,10
temporal,technique,SemiNDH,SemiTilt,2.7,2.8666666666666667,-0.16666666666666652,W,190.5,0.774850015439099,1.0,10
temporal,technique,SemiSwipe,SemiTilt,3.1,2.8666666666666667,0.2333333333333334,W,126.5,0.7250564397752599,1.0,10
