dv,factor,a,b,mean_a,mean_b,diff,stat_kind,stat,p_uncorrected,p_bonferroni,n_pairs_in_family
error_rate,technique,FullDH,SemiNDH,10.01410934744268,9.83615520282187,0.17795414462081105,W,214.5,0.711203751107048,1.0,10
error_rate,technique,FullDH,SemiSwipe,10.01410934744268,10.341093474426811,-0.32698412698413115,W,214.0,0.7035562325476992,1.0,10
error_rate,technique,FullDH,SemiTilt,10.01410934744268,9.888888888888888,0.12522045855379282,W,209.0,0.6408254038542509,1.0,10
error_rate,technique,SemiDwell,SemiNDH,9.757671957671958,9.83615520282187,-0.07848324514991134,W,230.0,0.9676735773682594,1.0,10
error_rate,technique,SemiDwell,SemiSwipe,9.757671957671958,10.341093474426811,-0.5834215167548535,W,183.0,0.31839608028531075,1.0,10
error_rate,technique,SemiDwell,SemiTilt,9.757671957671958,9.888888888888888,-0.13121693121692957,W,230.0,0.9676735773682594,1.0,10
error_rate,technique,SemiNDH,SemiSwipe,9.83615520282187,10.341093474426811,-0.5049382716049422,W,214.0,0.7151329666376114,1.0,10
error_rate,technique,SemiNDH,SemiTilt,9.83615520282187,9.888888888888888,-0.052733686067018226,W,229.0,0.9515264742076397,1.0,10
error_rate,technique,SemiSwipe,SemiTilt,10.341093474426811,9.888888888888888,0.452204585537924,W,209.0,0.6408254038542509,1.0,10
error_rate,target_number,2,4,13.964021164021164,8.445925925925927,5.518095238095237,W,1.0,2.848903312076321e-06,8.546709936228964e-06,3
error_rate,target_number,2,6,13.964021164021164,7.492804232804232,6.471216931216931,W,0.0,1.862645149230957e-09,5.587935447692871e-09,3
error_rate,target_number,4,6,8.445925925925927,7.492804232804232,0.9531216931216946,W,103.0,0.006639536470174789,0.01991860941052437,3
inverse_efficiency_ms,technique,FullDH,SemiDwell,7667.84932008732,7909.401787138788,-241.55246705146783,t,-1.1499811230834183,0.25954700244956436,1.0,10
inverse_efficiency_ms,technique,FullDH,SemiNDH,7667.84932008732,7819.10257822733,-151.25325814001008,t,-0.6643854023294691,0.5116922782581037,1.0,10
inverse_efficiency_ms,technique,FullDH,SemiSwipe,7667.84932008732,8283.60193284185,-615.7526127545298,t,-2.675857164241643,0.012129065125909326,0.12129065125909326,10
inverse_efficiency_ms,technique,FullDH,SemiTilt,7667.84932008732,8063.628054550388,-395.77873446306785,t,-1.151158120498938,0.2590703676229341,1.0,10
inverse_efficiency_ms,technique,SemiDwell,SemiNDH,7909.401787138788,7819.10257822733,90.29920891145775,t,0.3702566708230152,0.7138818226784821,1.0,10
inverse_efficiency_ms,technique,SemiDwell,SemiSwipe,7909.401787138788,8283.60193284185,-374.20014570306193,t,-1.2697190165934087,0.21427935846064805,1.0,10
inverse_efficiency_ms,technique,SemiDwell,SemiTilt,7909.401787138788,8063.628054550388,-154.22626741160002,t,-0.4230376750074526,0.6753884879505081,1.0,10
inverse_efficiency_ms,technique,SemiNDH,SemiSwipe,7819.10257822733,8283.60193284185,-464.4993546145197,t,-1.551995516257389,0.13150947785235106,1.0,10
inverse_efficiency_ms,technique,SemiNDH,SemiTilt,7819.10257822733,8063.628054550388,-244.52547632305777,t,-0.8111828158250619,0.4238686242709853,1.0,10
inverse_efficiency_ms,technique,SemiSwipe,SemiTilt,8283.60193284185,8063.628054550388,219.97387829146192,t,0.6484356535726599,0.5218050601619998,1.0,10
inverse_efficiency_ms,target_number,2,4,7359.04650979946,7778.431305614757,-419.38479581529646,t,-2.1017310497716406,0.044378419345735026,0.13313525803720508,3
inverse_efficiency_ms,target_number,2,6,7359.04650979946,8708.672388293191,-1349.6258784937309,t,-5.752818749544341,3.144465330224847e-06,9.433395990674541e-06,3
inverse_efficiency_ms,target_number,4,6,7778.431305614757,8708.672388293191,-930.2410826784344,t,-4.39074955253695,0.00013726566082385594,0.00041179698247156783,3
hand_movement_m,technique,FullDH,SemiDwell,0.4019500740740741,0.3996567407407408,0.002293333333333314,t,0.4295586689973509,0.6706915538521107,1.0,10
hand_movement_m,technique,FullDH,SemiNDH,0.4019500740740741,0.40343874074074076,-0.0014886666666666382,t,-0.27410896694806924,0.7859439675847295,1.0,10
hand_movement_m,technique,FullDH,SemiSwipe,0.4019500740740741,0.39337191005291,0.008578164021164125,t,1.42170836658816,0.16577704588464354,1.0,10
hand_movement_m,technique,FullDH,SemiTilt,0.4019500740740741,0.3977256084656085,0.004224465608465622,t,0.6870875534906538,0.4974858323976241,1.0,10
hand_movement_m,technique,SemiDwell,SemiNDH,0.3996567407407408,0.40343874074074076,-0.003781999999999952,t,-0.7415454004530476,0.46432617359070305,1.0,10
hand_movement_m,technique,SemiDwell,SemiSwipe,0.3996567407407408,0.39337191005291,0.006284830687830811,t,1.0132356556050335,0.3193272260489145,1.0,10
hand_movement_m,technique,SemiDwell,SemiTilt,0.3996567407407408,0.3977256084656085,0.001931132275132308,t,0.3285482539747997,0.7448578812822851,1.0,10
hand_movement_m,technique,SemiNDH,SemiSwipe,0.40343874074074076,0.39337191005291,0.010066830687830763,t,1.4871281129494238,0.1477739674482964,1.0,10
hand_movement_m,technique,SemiNDH,SemiTilt,0.40343874074074076,0.3977256084656085,0.00571313227513226,t,0.9309656284554084,0.3595571618126094,1.0,10
hand_movement_m,technique,SemiSwipe,SemiTilt,0.39337191005291,0.3977256084656085,-0.0043536984126985034,t,-0.6103807549975048,0.546363702274304,1.0,10
hand_movement_m,target_number,2,4,0.3940109555555556,0.40572253333333325,-0.011711577777777649,t,-2.397492113617246,0.023170544193246188,0.06951163257973857,3
hand_movement_m,target_number,2,6,0.3940109555555556,0.3979523555555556,-0.003941399999999984,t,-0.66318780843694,0.5124478466135983,1.0,3
hand_movement_m,target_number,4,6,0.40572253333333325,0.3979523555555556,0.007770177777777665,t,1.4894286114314828,0.1471706518212999,0.4415119554638997,3
hand_rotation_deg,technique,FullDH,SemiDwell,149.4517925925926,149.21048148148148,0.24131111111111636,t,0.12201882624145531,0.9037257355446383,1.0,10
hand_rotation_deg,technique,FullDH,SemiNDH,149.4517925925926,148.9930666666667,0.4587259259259042,t,0.21002829958512115,0.8351142203779673,1.0,10
hand_rotation_deg,technique,FullDH,SemiSwipe,149.4517925925926,150.83437513227514,-1.382582539682545,t,-0.5882961312499474,0.5608877160003012,1.0,10
hand_rotation_deg,technique,FullDH,SemiTilt,149.4517925925926,150.13947777777778,-0.6876851851851882,t,-0.2966836571521403,0.7688225820838739,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiNDH,149.21048148148148,148.9930666666667,0.21741481481478786,t,0.10407977360994211,0.9178225250752332,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiSwipe,149.21048148148148,150.83437513227514,-1.6238936507936614,t,-0.687921631431953,0.4969681267477527,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiTilt,149.21048148148148,150.13947777777778,-0.9289962962963045,t,-0.48202721387348685,0.6334047261386987,1.0,10
hand_rotation_deg,technique,SemiNDH,SemiSwipe,148.9930666666667,150.83437513227514,-1.8413084656084493,t,-0.6540636150926238,0.5182243920891797,1.0,10
hand_rotation_deg,technique,SemiNDH,SemiTilt,148.9930666666667,150.13947777777778,-1.1464111111110924,t,-0.4808905421526241,0.6342026618827707,1.0,10
hand_rotation_deg,technique,SemiSwipe,SemiTilt,150.83437513227514,150.13947777777778,0.6948973544973569,t,0.24928538493445046,0.8048972574726233,1.0,10
hand_rotation_deg,target_number,2,4,149.8608361904762,150.42376444444446,-0.5629282539682663,t,-0.3000161231676549,0.7663049185714285,1.0,3
hand_rotation_deg,target_number,2,6,149.8608361904762,148.8929155555556,0.9679206349206027,t,0.5108878857563073,0.613297130064,1.0,3
hand_rotation_deg,target_number,4,6,150.42376444444446,148.8929155555556,1.530848888888869,t,0.8253066264797485,0.4159352316091118,1.0,3
