participant,technique,target_number,tct_ms,accidental_ratio,error_rate,hand_movement_m,hand_rotation_deg,success_rate,n_trials,inverse_efficiency_ms
2,SemiNDH,6,9695.713333333335,6.190476190476191,11.142857142857142,0.4735333333333333,151.022,46.666666666666664,15,20776.52857142858
2,SemiSwipe,2,7269.246666666667,2.2222222222222223,15.555555555555555,0.29949333333333333,135.51733333333334,66.66666666666666,15,10903.870000000003
2,SemiSwipe,4,8750.073333333334,2.6666666666666665,4.888888888888889,0.28946,158.4633333333333,80.0,15,10937.591666666667
2,SemiSwipe,6,10260.113333333335,4.761904761904762,5.523809523809524,0.34276666666666666,161.56666666666666,66.66666666666666,15,15390.170000000006
2,SemiTilt,2,7688.426666666666,2.2222222222222223,6.666666666666667,0.42386666666666667,144.89399999999998,80.0,15,9610.533333333333
2,SemiTilt,4,8781.433333333332,1.3333333333333333,4.888888888888889,0.41552,172.79066666666668,80.0,15,10976.791666666664
2,SemiTilt,6,10348.640000000001,4.523809523809524,8.317460317460318,0.4193733333333334,152.97333333333333,53.333333333333336,15,19403.700000000004
3,FullDH,2,6004.98,2.2222222222222223,13.333333333333334,0.34773333333333334,144.308,60.0,15,10008.3
3,FullDH,4,7506.039999999999,3.555555555555556,9.555555555555555,0.4289866666666667,174.45199999999997,66.66666666666666,15,11259.060000000001
3,FullDH,6,8657.086666666666,1.9047619047619049,5.904761904761904,0.4227666666666667,182.61333333333332,66.66666666666666,15,12985.630000000003
3,SemiDwell,2,6340.593333333333,4.444444444444445,22.222222222222225,0.47918,138.178,60.0,15,10567.655555555555
3,SemiDwell,4,7711.6,6.666666666666667,10.88888888888889,0.42899333333333334,153.61533333333333,60.0,15,12852.666666666668
3,SemiDwell,6,9184.8,6.666666666666667,12.031746031746032,0.38244666666666666,144.77,46.666666666666664,15,19681.714285714286
3,SemiNDH,2,6202.34,2.2222222222222223,8.88888888888889,0.4246533333333333,150.8093333333333,86.66666666666667,15,7156.546153846154
3,SemiNDH,4,7879.153333333334,1.3333333333333333,6.666666666666667,0.40087999999999996,149.59333333333333,80.0,15,9848.941666666666
3,SemiNDH,6,9004.92,5.714285714285714,7.746031746031746,0.39754666666666666,138.22,60.0,15,15008.2
3,SemiSwipe,2,6619.673333333334,2.2222222222222223,17.77777777777778,0.4277666666666667,164.10333333333335,73.33333333333333,15,9026.827272727274
3,SemiSwipe,4,7952.206666666667,5.333333333333333,11.111111111111112,0.38210000000000005,152.16,53.333333333333336,15,14910.3875
3,SemiSwipe,6,9342.273333333334,6.666666666666667,8.222222222222223,0.40227333333333337,149.23466666666667,73.33333333333333,15,12739.463636363638
3,SemiTilt,2,6683.2266666666665,6.666666666666667,4.444444444444445,0.4433866666666667,140.39133333333334,86.66666666666667,15,7711.415384615384
3,SemiTilt,4,8345.853333333334,8.88888888888889,12.0,0.43001333333333336,150.69333333333333,53.333333333333336,15,15648.475000000002
3,SemiTilt,6,9722.586666666666,4.761904761904762,7.904761904761904,0.3745,133.93533333333332,66.66666666666666,15,14583.880000000003
4,FullDH,2,6015.3933333333325,5.555555555555556,11.111111111111112,0.3419933333333333,165.63866666666667,66.66666666666666,15,9023.09
4,FullDH,4,7570.713333333333,2.6666666666666665,4.666666666666667,0.39582666666666666,143.56133333333335,86.66666666666667,15,8735.43846153846
4,FullDH,6,8971.753333333332,6.190476190476191,10.031746031746032,0.46830666666666665,156.364,46.666666666666664,15,19225.185714285715
4,SemiDwell,2,6377.053333333333,6.666666666666667,13.333333333333334,0.46156,156.88933333333335,73.33333333333333,15,8695.98181818182
4,SemiDwell,4,7903.933333333333,2.6666666666666665,8.444444444444445,0.4142266666666667,156.76333333333332,66.66666666666666,15,11855.900000000003
4,SemiDwell,6,9144.486666666666,3.571428571428571,6.095238095238096,0.4504933333333333,152.96466666666666,60.0,15,15240.81111111111
4,SemiNDH,2,6124.086666666667,6.666666666666667,8.88888888888889,0.41596,133.388,86.66666666666667,15,7066.253846153846
4,SemiNDH,4,7760.953333333334,0.0,5.777777777777778,0.40446000000000004,124.40466666666666,80.0,15,9701.191666666668
4,SemiNDH,6,8959.3,4.523809523809524,8.634920634920634,0.40656,145.9406666666667,60.0,15,14932.166666666666
4,SemiSwipe,2,7237.7733333333335,4.444444444444445,17.77777777777778,0.40408666666666665,191.56199999999998,46.666666666666664,15,15509.514285714287
4,SemiSwipe,4,8356.906666666668,2.6666666666666665,13.333333333333334,0.36046666666666666,160.21866666666668,46.666666666666664,15,17907.657142857148
4,SemiSwipe,6,9549.953333333333,2.857142857142857,6.095238095238096,0.35710000000000003,169.36,60.0,15,15916.58888888889
4,SemiTilt,2,7082.3133333333335,4.444444444444445,8.88888888888889,0.37498666666666663,183.1713333333333,73.33333333333333,15,9657.7
4,SemiTilt,4,8742.613333333335,2.6666666666666665,8.222222222222223,0.4206333333333333,139.40666666666667,73.33333333333333,15,11921.745454545457
4,SemiTilt,6,9748.546666666667,2.857142857142857,8.571428571428571,0.4753,138.98666666666668,66.66666666666666,15,14622.820000000003
5,FullDH,2,6306.0,6.666666666666667,17.77777777777778,0.4540666666666667,151.01733333333334,73.33333333333333,15,8599.09090909091
5,FullDH,4,7533.373333333334,3.555555555555556,6.0,0.33346,161.99200000000002,80.0,15,9416.716666666667
5,FullDH,6,9004.873333333333,7.380952380952381,9.015873015873016,0.36889333333333335,123.472,60.0,15,15008.122222222222
5,SemiDwell,2,6581.7,2.2222222222222223,2.2222222222222223,0.29946666666666666,127.93599999999999,93.33333333333333,15,7051.821428571429
5,SemiDwell,4,8356.026666666667,6.222222222222223,9.777777777777779,0.4154,156.6,60.0,15,13926.711111111112
5,SemiDwell,6,9609.693333333333,4.761904761904762,7.555555555555556,0.39444666666666667,142.98466666666667,66.66666666666666,15,14414.540000000003
5,SemiNDH,2,6160.8933333333325,6.666666666666667,13.333333333333334,0.4456,152.288,73.33333333333333,15,8401.218181818182
5,SemiNDH,4,7960.826666666666,1.3333333333333333,5.333333333333333,0.4454133333333334,151.76466666666667,73.33333333333333,15,10855.672727272728
5,SemiNDH,6,9254.546666666667,3.571428571428571,7.238095238095238,0.38847333333333334,143.71733333333333,60.0,15,15424.244444444446
5,SemiSwipe,2,7033.173333333333,4.444444444444445,24.444444444444446,0.35134666666666664,164.58066666666667,66.66666666666666,15,10549.760000000002
5,SemiSwipe,4,8322.266666666666,4.0,2.6666666666666665,0.46120666666666665,173.58333333333334,86.66666666666667,15,9602.615384615385
5,SemiSwipe,6,9948.980000000001,5.714285714285714,13.936507936507939,0.40591333333333335,148.89133333333334,33.33333333333333,15,29846.94000000001
5,SemiTilt,2,7257.66,4.444444444444445,20.0,0.4106866666666667,131.78933333333333,66.66666666666666,15,10886.490000000002
5,SemiTilt,4,8654.466666666667,1.3333333333333333,7.777777777777778,0.41918,173.30133333333333,80.0,15,10818.083333333334
5,SemiTilt,6,10107.786666666665,0.9523809523809524,4.126984126984127,0.3858666666666667,129.12133333333333,80.0,15,12634.73333333333
6,FullDH,2,5976.093333333333,8.88888888888889,11.111111111111112,0.3800733333333334,154.014,66.66666666666666,15,8964.140000000001
6,FullDH,4,7648.673333333334,3.555555555555556,6.222222222222223,0.4425466666666667,149.47866666666667,73.33333333333333,15,10430.009090909092
6,FullDH,6,9403.68,2.857142857142857,8.190476190476192,0.4782133333333333,154.37800000000001,53.333333333333336,15,17631.9
6,SemiDwell,2,6795.04,6.666666666666667,15.555555555555555,0.3286466666666667,159.636,53.333333333333336,15,12740.7
6,SemiDwell,4,7957.88,5.333333333333333,7.555555555555556,0.41706,146.67933333333335,66.66666666666666,15,11936.820000000003
6,SemiDwell,6,9236.92,3.571428571428571,3.238095238095238,0.39432000000000006,157.93866666666665,80.0,15,11546.15
6,SemiNDH,2,6457.693333333333,4.444444444444445,6.666666666666667,0.37122,175.52466666666666,80.0,15,8072.116666666666
6,SemiNDH,4,7806.153333333334,4.0,8.222222222222223,0.38900666666666667,145.22066666666666,73.33333333333333,15,10644.754545454547
6,SemiNDH,6,9440.233333333334,4.523809523809524,9.46031746031746,0.41984,147.18733333333333,53.333333333333336,15,17700.4375
6,SemiSwipe,2,6668.48,0.0,4.444444444444445,0.3003466666666667,136.02933333333334,86.66666666666667,15,7694.4
6,SemiSwipe,4,8567.56,1.3333333333333333,8.444444444444445,0.4010666666666667,153.96533333333335,66.66666666666666,15,12851.340000000002
6,SemiSwipe,6,9752.140000000001,5.476190476190477,7.809523809523809,0.43146000000000007,160.50466666666668,53.333333333333336,15,18285.262500000004
6,SemiTilt,2,7264.5,0.0,22.222222222222225,0.39024000000000003,138.608,60.0,15,12107.5
6,SemiTilt,4,8415.226666666666,4.0,9.333333333333334,0.4248333333333333,146.80133333333333,66.66666666666666,15,12622.840000000002
6,SemiTilt,6,10176.46,3.8095238095238098,12.063492063492065,0.37261333333333335,138.208,46.666666666666664,15,21806.7
7,FullDH,2,6704.053333333333,3.3333333333333335,22.222222222222225,0.42596,149.27666666666667,60.0,15,11173.422222222223
7,FullDH,4,7880.5599999999995,4.0,4.888888888888889,0.4514066666666666,153.90933333333334,80.0,15,9850.699999999999
7,FullDH,6,9363.56,5.476190476190477,3.174603174603175,0.3798133333333334,159.994,86.66666666666667,15,10804.10769230769
7,SemiDwell,2,7210.16,2.2222222222222223,20.0,0.43334666666666666,144.76733333333334,66.66666666666666,15,10815.240000000002
7,SemiDwell,4,8624.373333333333,4.0,6.222222222222223,0.43038666666666664,177.95533333333333,73.33333333333333,15,11760.50909090909
7,SemiDwell,6,9982.466666666667,7.380952380952381,3.238095238095238,0.3755866666666667,140.6146666666667,80.0,15,12478.083333333334
7,SemiNDH,2,7166.593333333333,2.2222222222222223,8.88888888888889,0.37482666666666664,124.17133333333332,73.33333333333333,15,9772.627272727274
7,SemiNDH,4,8378.146666666666,1.3333333333333333,11.777777777777779,0.32944,140.04733333333334,60.0,15,13963.577777777777
7,SemiNDH,6,9925.213333333335,2.857142857142857,5.841269841269841,0.3984533333333333,157.94,73.33333333333333,15,13534.38181818182
7,SemiSwipe,2,7574.093333333333,2.2222222222222223,20.0,0.41164666666666666,156.516,66.66666666666666,15,11361.140000000003
7,SemiSwipe,4,8707.273333333333,1.3333333333333333,10.88888888888889,0.42273333333333335,136.404,60.0,15,14512.122222222222
7,SemiSwipe,6,10566.8,5.476190476190476,4.190476190476191,0.38988666666666666,177.59733333333332,73.33333333333333,15,14409.272727272728
7,SemiTilt,2,8041.819999999999,2.2222222222222223,17.77777777777778,0.39137333333333335,151.70933333333332,73.33333333333333,15,10966.118181818181
7,SemiTilt,4,9252.693333333333,1.3333333333333333,13.111111111111112,0.4577733333333333,175.13466666666667,53.333333333333336,15,17348.8
7,SemiTilt,6,10650.619999999999,6.428571428571429,6.095238095238096,0.41574000000000005,170.1726666666667,60.0,15,17751.033333333333
8,FullDH,2,7016.006666666667,2.2222222222222223,15.555555555555555,0.39042666666666664,130.90933333333334,66.66666666666666,15,10524.010000000004
8,FullDH,4,8449.393333333333,4.0,8.444444444444445,0.46158666666666665,118.55333333333333,66.66666666666666,15,12674.090000000004
8,FullDH,6,10017.386666666665,2.857142857142857,6.34920634920635,0.35703333333333337,162.15933333333334,73.33333333333333,15,13660.072727272727
8,SemiDwell,2,7511.913333333333,4.444444444444445,17.77777777777778,0.4245533333333333,149.61933333333334,60.0,15,12519.855555555556
8,SemiDwell,4,8992.186666666666,4.0,1.3333333333333333,0.36504,133.98733333333334,93.33333333333333,15,9634.485714285714
8,SemiDwell,6,10421.113333333335,1.9047619047619049,4.571428571428571,0.4367733333333333,118.89333333333335,73.33333333333333,15,14210.609090909094
8,SemiNDH,2,7170.133333333333,2.2222222222222223,11.111111111111112,0.39492666666666665,158.678,80.0,15,8962.666666666666
8,SemiNDH,4,8550.993333333334,3.555555555555556,7.555555555555556,0.4123466666666667,140.23866666666666,66.66666666666666,15,12826.490000000003
8,SemiNDH,6,10221.366666666667,1.9047619047619049,7.238095238095238,0.3848266666666667,151.64866666666666,60.0,15,17035.611111111113
8,SemiSwipe,2,7561.84,0.0,11.111111111111112,0.3408,133.97666666666666,66.66666666666666,15,11342.760000000002
8,SemiSwipe,4,9036.82,5.333333333333333,9.333333333333334,0.4368266666666667,200.24266666666665,53.333333333333336,15,16944.0375
8,SemiSwipe,6,10631.266666666666,1.9047619047619049,4.571428571428571,0.31804,165.62800000000001,73.33333333333333,15,14497.181818181818
8,SemiTilt,2,7773.086666666667,0.0,15.555555555555555,0.43778666666666666,147.37800000000001,66.66666666666666,15,11659.630000000003
8,SemiTilt,4,9326.113333333335,1.3333333333333333,6.222222222222223,0.39966,149.0186666666667,73.33333333333333,15,12717.427272727275
8,SemiTilt,6,10989.28,3.8095238095238098,7.333333333333333,0.41725999999999996,154.39666666666665,73.33333333333333,15,14985.38181818182
9,FullDH,2,5853.4,0.0,13.333333333333334,0.3377,143.84799999999998,86.66666666666667,15,6753.923076923076
9,FullDH,4,7461.453333333334,6.222222222222223,6.0,0.45871999999999996,167.12066666666666,80.0,15,9326.816666666668
9,FullDH,6,8978.640000000001,4.523809523809524,4.190476190476191,0.42762,140.26266666666666,73.33333333333333,15,12243.600000000002
9,SemiDwell,2,6553.240000000001,0.0,15.555555555555555,0.4398733333333333,151.29466666666667,66.66666666666666,15,9829.860000000002
9,SemiDwell,4,7792.240000000001,5.333333333333333,7.333333333333333,0.42840666666666666,121.01733333333333,73.33333333333333,15,10625.78181818182
9,SemiDwell,6,9262.053333333333,3.571428571428571,9.46031746031746,0.37240666666666666,148.48466666666667,53.333333333333336,15,17366.35
9,SemiNDH,2,6173.673333333334,4.444444444444445,6.666666666666667,0.44748,159.44333333333333,93.33333333333333,15,6614.6500000000015
9,SemiNDH,4,7714.906666666667,6.222222222222223,4.0,0.41428,130.64933333333335,80.0,15,9643.633333333333
9,SemiNDH,6,9393.519999999999,3.571428571428571,7.047619047619048,0.4400133333333333,158.88133333333332,53.333333333333336,15,17612.85
9,SemiSwipe,2,6755.28,4.444444444444445,22.222222222222225,0.3833266666666667,146.49066666666667,73.33333333333333,15,9211.745454545455
9,SemiSwipe,4,8303.133333333333,4.0,17.555555555555554,0.3268466666666667,143.85933333333332,53.333333333333336,15,15568.375
9,SemiSwipe,6,9631.073333333334,4.523809523809524,9.26984126984127,0.4535933333333333,130.96933333333334,46.666666666666664,15,20638.01428571429
9,SemiTilt,2,6823.08,4.444444444444445,15.555555555555555,0.3146933333333333,158.698,66.66666666666666,15,10234.620000000003
9,SemiTilt,4,8224.106666666667,2.6666666666666665,11.111111111111112,0.3595933333333334,150.67066666666668,53.333333333333336,15,15420.2
9,SemiTilt,6,10035.566666666668,4.523809523809524,11.65079365079365,0.5102800000000001,160.24066666666667,46.666666666666664,15,21504.785714285717
10,FullDH,2,7593.52,2.2222222222222223,20.0,0.38371333333333335,141.83866666666665,66.66666666666666,15,11390.280000000002
10,FullDH,4,8997.146666666667,0.0,6.888888888888889,0.4220866666666667,144.04066666666668,80.0,15,11246.433333333334
10,FullDH,6,10717.7,1.6666666666666667,6.476190476190476,0.34184000000000003,142.42733333333334,60.0,15,17862.833333333336
10,SemiDwell,2,8382.6,4.444444444444445,6.666666666666667,0.42876,144.69733333333335,80.0,15,10478.25
10,SemiDwell,4,9819.773333333334,5.333333333333333,2.6666666666666665,0.4125666666666667,160.48866666666666,86.66666666666667,15,11330.507692307694
10,SemiDwell,6,11366.213333333335,3.8095238095238098,5.523809523809524,0.38349999999999995,139.51933333333332,66.66666666666666,15,17049.320000000007
10,SemiNDH,2,7831.806666666667,2.2222222222222223,4.444444444444445,0.38888,119.45533333333333,86.66666666666667,15,9036.7
10,SemiNDH,4,9641.153333333332,1.3333333333333333,10.222222222222223,0.4087866666666667,154.51533333333333,53.333333333333336,15,18077.1625
10,SemiNDH,6,11009.106666666667,5.476190476190476,14.238095238095237,0.43718666666666667,145.10133333333334,53.333333333333336,15,20642.075
10,SemiSwipe,2,8693.313333333334,2.2222222222222223,11.111111111111112,0.3310133333333333,151.22733333333332,80.0,15,10866.641666666666
10,SemiSwipe,4,9965.393333333333,8.0,14.222222222222223,0.42713999999999996,140.004,53.333333333333336,15,18685.1125
10,SemiSwipe,6,11218.946666666667,3.8095238095238098,7.746031746031746,0.40762666666666664,180.30866666666668,60.0,15,18698.244444444445
10,SemiTilt,2,8785.880000000001,2.2222222222222223,11.111111111111112,0.38389999999999996,174.59133333333332,80.0,15,10982.35
10,SemiTilt,4,10145.206666666667,3.555555555555556,19.333333333333332,0.40665999999999997,135.33466666666666,26.666666666666668,15,38044.525
10,SemiTilt,6,11594.7,5.476190476190476,9.333333333333334,0.40889333333333333,109.316,40.0,15,28986.75
11,FullDH,2,7698.04,4.444444444444445,6.666666666666667,0.39532,148.67000000000002,93.33333333333333,15,8247.900000000001
11,FullDH,4,9225.68,1.3333333333333333,5.333333333333333,0.4109,119.22666666666667,73.33333333333333,15,12580.472727272729
11,FullDH,6,10399.826666666666,0.9523809523809524,5.079365079365079,0.3798,174.50466666666668,73.33333333333333,15,14181.581818181818
11,SemiDwell,2,8403.873333333333,4.444444444444445,17.77777777777778,0.40444,139.57133333333334,60.0,15,14006.455555555556
11,SemiDwell,4,9543.3,4.0,11.777777777777779,0.39247333333333334,144.48733333333334,60.0,15,15905.5
11,SemiDwell,6,11092.306666666667,0.9523809523809524,9.46031746031746,0.4252666666666667,159.53866666666667,66.66666666666666,15,16638.460000000006
11,SemiNDH,2,8168.626666666666,4.444444444444445,11.111111111111112,0.3666466666666667,130.93333333333334,80.0,15,10210.783333333333
11,SemiNDH,4,9225.653333333332,1.3333333333333333,4.0,0.43770000000000003,132.24333333333334,80.0,15,11532.066666666664
11,SemiNDH,6,10825.493333333334,1.9047619047619049,8.126984126984127,0.31009333333333333,155.62533333333334,60.0,15,18042.48888888889
11,SemiSwipe,2,8091.46,3.3333333333333335,15.555555555555555,0.38341333333333333,152.928,66.66666666666666,15,12137.190000000002
11,SemiSwipe,4,10037.140000000001,1.3333333333333333,14.666666666666666,0.36384,147.16866666666664,46.666666666666664,15,21508.157142857148
11,SemiSwipe,6,11767.346666666668,5.714285714285714,1.9047619047619049,0.37632,116.91733333333333,86.66666666666667,15,13577.707692307693
11,SemiTilt,2,8564.28,0.0,28.888888888888893,0.3230133333333333,165.91133333333335,53.333333333333336,15,16058.025000000001
11,SemiTilt,4,9667.473333333333,2.6666666666666665,3.555555555555556,0.46351333333333333,160.72,86.66666666666667,15,11154.776923076923
11,SemiTilt,6,11602.006666666666,2.857142857142857,10.317460317460318,0.43626666666666664,157.59666666666666,53.333333333333336,15,21753.7625
12,FullDH,2,6398.506666666667,0.0,22.222222222222225,0.38716666666666666,158.17533333333333,60.0,15,10664.177777777779
12,FullDH,4,7813.473333333333,1.3333333333333333,7.333333333333333,0.42545333333333335,167.436,73.33333333333333,15,10654.736363636364
12,FullDH,6,9164.5,3.8095238095238098,9.968253968253968,0.4063866666666666,125.10133333333333,53.333333333333336,15,17183.4375
12,SemiDwell,2,6969.52,3.3333333333333335,13.333333333333334,0.38321999999999995,130.688,73.33333333333333,15,9503.890909090911
12,SemiDwell,4,8355.08,1.3333333333333333,8.88888888888889,0.37965333333333334,165.732,60.0,15,13925.133333333333
12,SemiDwell,6,9851.8,2.857142857142857,3.174603174603175,0.42473333333333335,152.24066666666667,86.66666666666667,15,11367.461538461537
12,SemiNDH,2,6716.2266666666665,2.2222222222222223,17.77777777777778,0.38183333333333336,166.54533333333333,60.0,15,11193.711111111112
12,SemiNDH,4,8070.88,9.333333333333334,7.111111111111112,0.3949866666666667,163.18133333333333,73.33333333333333,15,11005.745454545455
12,SemiNDH,6,9372.013333333334,2.857142857142857,2.857142857142857,0.39448,135.70466666666667,80.0,15,11715.016666666666
12,SemiSwipe,2,7190.633333333333,8.88888888888889,6.666666666666667,0.41955333333333333,134.45333333333332,80.0,15,8988.291666666666
12,SemiSwipe,4,8694.353333333334,2.6666666666666665,11.111111111111112,0.36819999999999997,135.30266666666665,53.333333333333336,15,16301.912500000002
12,SemiSwipe,6,10116.1,2.857142857142857,12.412698412698413,0.3501533333333333,142.936,46.666666666666664,15,21677.357142857145
12,SemiTilt,2,7492.0,2.2222222222222223,22.222222222222225,0.2759533333333334,150.934,60.0,15,12486.666666666668
12,SemiTilt,4,8811.033333333333,8.0,4.888888888888889,0.34892,157.114,80.0,15,11013.791666666666
12,SemiTilt,6,10254.619999999999,7.380952380952381,7.174603174603175,0.28226666666666667,149.33733333333333,66.66666666666666,15,15381.930000000002
13,FullDH,2,5556.906666666667,2.2222222222222223,28.888888888888893,0.33171999999999996,163.52866666666665,53.333333333333336,15,10419.2
13,FullDH,4,7324.8533333333335,2.6666666666666665,5.777777777777778,0.4195466666666666,177.468,80.0,15,9156.066666666666
13,FullDH,6,8789.553333333333,1.9047619047619049,6.412698412698414,0.41597333333333336,132.40466666666666,66.66666666666666,15,13184.330000000004
13,SemiDwell,2,6264.14,2.2222222222222223,15.555555555555555,0.33376666666666666,169.79733333333334,66.66666666666666,15,9396.210000000003
13,SemiDwell,4,7572.1,0.0,4.888888888888889,0.3494733333333333,133.91066666666669,80.0,15,9465.125
13,SemiDwell,6,9388.726666666666,6.666666666666667,4.952380952380952,0.39943333333333336,167.416,73.33333333333333,15,12802.80909090909
13,SemiNDH,2,6016.833333333333,6.666666666666667,8.88888888888889,0.44216,191.57066666666665,73.33333333333333,15,8204.772727272728
13,SemiNDH,4,7679.053333333333,0.0,3.555555555555556,0.3584133333333333,146.096,86.66666666666667,15,8860.446153846153
13,SemiNDH,6,8885.166666666666,0.0,5.142857142857142,0.44834666666666667,151.10933333333332,66.66666666666666,15,13327.750000000002
13,SemiSwipe,2,6852.126666666667,5.555555555555556,20.0,0.38854,151.7,53.333333333333336,15,12847.737500000001
13,SemiSwipe,4,8234.333333333334,6.666666666666667,6.222222222222223,0.39697333333333334,159.10533333333333,73.33333333333333,15,11228.636363636366
13,SemiSwipe,6,9431.18,7.380952380952381,15.238095238095237,0.43207333333333336,134.668,53.333333333333336,15,17683.4625
13,SemiTilt,2,6534.8533333333335,2.2222222222222223,4.444444444444445,0.4614266666666667,146.608,86.66666666666667,15,7540.215384615384
13,SemiTilt,4,8002.46,1.3333333333333333,5.777777777777778,0.4391133333333333,142.76666666666668,80.0,15,10003.074999999999
13,SemiTilt,6,9580.4,2.857142857142857,6.095238095238096,0.35883333333333334,127.414,60.0,15,15967.333333333334
14,FullDH,2,7577.6,6.666666666666667,8.88888888888889,0.42149333333333333,146.75266666666667,86.66666666666667,15,8743.384615384615
14,FullDH,4,9092.96,6.222222222222223,4.0,0.42833333333333334,141.91199999999998,80.0,15,11366.199999999999
14,FullDH,6,10228.32,6.666666666666667,4.190476190476191,0.4060533333333333,125.404,73.33333333333333,15,13947.709090909091
14,SemiDwell,2,8147.3933333333325,0.0,13.333333333333334,0.32582,160.16266666666667,73.33333333333333,15,11110.081818181818
