dv,factor,a,b,mean_a,mean_b,diff,stat_kind,stat,p_uncorrected,p_bonferroni,n_pairs_in_family
error_rate,technique,FullDH,SemiDwell,10.01410934744268,9.757671957671958,0.2564373897707224,W,214.5,0.711203751107048,1.0,10
error_rate,technique,FullDH,SemiNDH,10.01410934744268,9.83615520282187,0.17795414462081105,W,214.5,0.711203751107048,1.0,10
error_rate,technique,FullDH,SemiSwipe,10.01410934744268,10.341093474426811,-0.32698412698413115,W,214.0,0.7035562325476992,1.0,10
error_rate,technique,FullDH,SemiTilt,10.01410934744268,9.888888888888888,0.12522045855379282,W,209.0,0.6408254038542509,1.0,10
error_rate,technique,SemiDwell,SemiNDH,9.757671957671958,9.83615520282187,-0.07848324514991134,W,230.0,0.9676735773682594,1.0,10
error_rate,technique,SemiDwell,SemiSwipe,9.757671957671958,10.341093474426811,-0.5834215167548535,W,183.0,0.31839608028531075,1.0,10
error_rate,technique,SemiDwell,SemiTilt,9.757671957671958,9.888888888888888,-0.13121693121692957,W,230.0,0.9676735773682594,1.0,10
error_rate,technique,SemiNDH,SemiSwipe,9.83615520282187,10.341093474426811,-0.5049382716049422,W,214.0,0.7151329666376114,1.0,10
error_rate,technique,SemiNDH,SemiTilt,9.83615520282187,9.888888888888888,-0.052733686067018226,W,229.0,0.9515264742076397,1.0,10
error_rate,technique,SemiSwipe,SemiTilt,10.341093474426811,9.888888888888888,0.452204585537924,W,209.0,0.6408254038542509,1.0,10
error_rate,target_number,2,4,13.964021164021164,8.445925925925927,5.518095238095237,W,1.0,2.848903312076321e-06,8.546709936228964e-06,3
error_rate,target_number,2,6,13.964021164021164,7.492804232804232,6.471216931216931,W,0.0,1.862645149230957e-09,5.587935447692871e-09,3
error_rate,target_number,4,6,8.445925925925927,7.492804232804232,0.9531216931216946,W,103.0,0.006639536470174789,0.01991860941052437,3
inverse_efficiency_ms,technique,FullDH,SemiDwell,12000.551340289338,13149.74898623599,-1149.1976459466532,t,-3.275502931938074,0.00273424437011085,0.027342443701108502,10
inverse_efficiency_ms,technique,FullDH,SemiNDH,12000.551340289338,12562.32560520036,-561.7742649110223,t,-1.5320027038704669,0.13635924942179103,1.0,10
inverse_efficiency_ms,technique,FullDH,SemiSwipe,12000.551340289338,14221.048976538896,-2220.497636249558,t,-5.455281453432106,7.161856507466145e-06,7.161856507466145e-05,10
inverse_efficiency_ms,technique,FullDH,SemiTilt,12000.551340289338,14175.3952688176,-2174.843928528262,t,-3.649505214415961,0.0010266825991367204,0.010266825991367204,10
inverse_efficiency_ms,technique,SemiDwell,SemiNDH,13149.74898623599,12562.32560520036,587.4233810356309,t,1.4966871363368845,0.14528005482127315,1.0,10
inverse_efficiency_ms,technique,SemiDwell,SemiSwipe,13149.74898623599,14221.048976538896,-1071.299990302905,t,-2.078008365234829,0.04666661958890775,0.4666661958890775,10
inverse_efficiency_ms,technique,SemiDwell,SemiTilt,13149.74898623599,14175.3952688176,-1025.6462825816088,t,-1.663768653750377,0.1069296010707117,1.0,10
inverse_efficiency_ms,technique,SemiNDH,SemiSwipe,12562.32560520036,14221.048976538896,-1658.7233713385358,t,-3.2416046683418775,0.002983157009422277,0.02983157009422277,10
inverse_efficiency_ms,technique,SemiNDH,SemiTilt,12562.32560520036,14175.3952688176,-1613.0696636172397,t,-3.1754549044303744,0.0035328722503691853,0.03532872250369185,10
inverse_efficiency_ms,technique,SemiSwipe,SemiTilt,14221.048976538896,14175.3952688176,45.65370772129609,t,0.07423760901830306,0.9413310427317494,1.0,10
inverse_efficiency_ms,target_number,2,4,10102.744853122804,12809.919983603433,-2707.1751304806294,t,-8.87995269779,9.091971418570806e-10,2.7275914255712415e-09,3
inverse_efficiency_ms,target_number,2,6,10102.744853122804,16752.777269523074,-6650.03241640027,t,-16.317420466895985,3.756435655226949e-16,1.1269306965680847e-15,3
inverse_efficiency_ms,target_number,4,6,12809.919983603433,16752.777269523074,-3942.857285919641,t,-10.030273973343705,6.162138441133628e-11,1.8486415323400883e-10,3
hand_movement_m,technique,FullDH,SemiDwell,0.4019500740740741,0.3996567407407408,0.002293333333333314,t,0.4295586689973509,0.6706915538521107,1.0,10
hand_movement_m,technique,FullDH,SemiNDH,0.4019500740740741,0.40343874074074076,-0.0014886666666666382,t,-0.27410896694806924,0.7859439675847295,1.0,10
hand_movement_m,technique,FullDH,SemiSwipe,0.4019500740740741,0.39337191005291,0.008578164021164125,t,1.42170836658816,0.16577704588464354,1.0,10
hand_movement_m,technique,FullDH,SemiTilt,0.4019500740740741,0.3977256084656085,0.004224465608465622,t,0.6870875534906538,0.4974858323976241,1.0,10
hand_movement_m,technique,SemiDwell,SemiNDH,0.3996567407407408,0.40343874074074076,-0.003781999999999952,t,-0.7415454004530476,0.46432617359070305,1.0,10
hand_movement_m,technique,SemiDwell,SemiSwipe,0.3996567407407408,0.39337191005291,0.006284830687830811,t,1.0132356556050335,0.3193272260489145,1.0,10
hand_movement_m,technique,SemiDwell,SemiTilt,0.3996567407407408,0.3977256084656085,0.001931132275132308,t,0.3285482539747997,0.7448578812822851,1.0,10
hand_movement_m,technique,SemiNDH,SemiSwipe,0.40343874074074076,0.39337191005291,0.010066830687830763,t,1.4871281129494238,0.1477739674482964,1.0,10
hand_movement_m,technique,SemiNDH,SemiTilt,0.40343874074074076,0.3977256084656085,0.00571313227513226,t,0.9309656284554084,0.3595571618126094,1.0,10
hand_movement_m,technique,SemiSwipe,SemiTilt,0.39337191005291,0.3977256084656085,-0.0043536984126985034,t,-0.6103807549975048,0.546363702274304,1.0,10
hand_movement_m,target_number,2,4,0.3940109555555556,0.40572253333333325,-0.011711577777777649,t,-2.397492113617246,0.023170544193246188,0.06951163257973857,3
hand_movement_m,target_number,2,6,0.3940109555555556,0.3979523555555556,-0.003941399999999984,t,-0.66318780843694,0.5124478466135983,1.0,3
hand_movement_m,target_number,4,6,0.40572253333333325,0.3979523555555556,0.007770177777777665,t,1.4894286114314828,0.1471706518212999,0.4415119554638997,3
hand_rotation_deg,technique,FullDH,SemiDwell,149.4517925925926,149.21048148148148,0.24131111111111636,t,0.12201882624145531,0.9037257355446383,1.0,10
hand_rotation_deg,technique,FullDH,SemiNDH,149.4517925925926,148.9930666666667,0.4587259259259042,t,0.21002829958512115,0.8351142203779673,1.0,10
hand_rotation_deg,technique,FullDH,SemiSwipe,149.4517925925926,150.83437513227514,-1.382582539682545,t,-0.5882961312499474,0.5608877160003012,1.0,10
hand_rotation_deg,technique,FullDH,SemiTilt,149.4517925925926,150.13947777777778,-0.6876851851851882,t,-0.2966836571521403,0.7688225820838739,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiNDH,149.21048148148148,148.9930666666667,0.21741481481478786,t,0.10407977360994211,0.9178225250752332,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiSwipe,149.21048148148148,150.83437513227514,-1.6238936507936614,t,-0.687921631431953,0.4969681267477527,1.0,10
hand_rotation_deg,technique,SemiDwell,SemiTilt,149.21048148148148,150.13947777777778,-0.9289962962963045,t,-0.48202721387348685,0.6334047261386987,1.0,10
hand_rotation_deg,technique,SemiNDH,SemiSwipe,148.9930666666667,150.83437513227514,-1.8413084656084493,t,-0.6540636150926238,0.5182243920891797,1.0,10
hand_rotation_deg,technique,SemiNDH,SemiTilt,148.9930666666667,150.13947777777778,-1.1464111111110924,t,-0.4808905421526241,0.6342026618827707,1.0,10
hand_rotation_deg,technique,SemiSwipe,SemiTilt,150.83437513227514,150.13947777777778,0.6948973544973569,t,0.24928538493445046,0.8048972574726233,1.0,10
hand_rotation_deg,target_number,2,4,149.8608361904762,150.42376444444446,-0.5629282539682663,t,-0.3000161231676549,0.7663049185714285,1.0,3
hand_rotation_deg,target_number,2,6,149.8608361904762,148.8929155555556,0.9679206349206027,t,0.5108878857563073,0.613297130064,1.0,3
hand_rotation_deg,target_number,4,6,150.42376444444446,148.8929155555556,1.530848888888869,t,0.8253066264797485,0.4159352316091118,1.0,3
