participant,block,technique,target_number,repetition,tct_ms,n_subselections,n_distractors_subselected,n_targets_missed,n_distractors_final,n_grouped_final,hand_movement_m,hand_rotation_deg
0,0,FullDH,6,11,3827.3,6,0,0,0,6,0.4306,101.84
0,0,FullDH,2,12,3641.6,2,0,0,0,2,0.4351,95.78
0,0,FullDH,4,12,4068.7,4,0,0,0,4,0.476,140.06
0,0,FullDH,6,12,4776.4,6,0,0,0,6,0.3599,129.59
0,0,FullDH,2,13,5620.2,2,0,0,1,3,0.6163,182.6
0,0,FullDH,4,13,4875.4,4,0,0,0,4,0.6706,181.66
0,0,FullDH,6,13,3364.8,8,2,2,0,4,0.395,88.75
0,0,FullDH,2,14,3349.1,2,0,0,0,2,0.2871,260.63
0,0,FullDH,4,14,4867.3,4,0,0,0,4,0.2993,159.31
0,0,FullDH,6,14,3657.6,6,0,0,1,7,0.2089,195.89
0,1,SemiTilt,2,0,5344.6,2,0,0,0,2,0.3759,219.52
0,1,SemiTilt,4,0,4291.2,4,0,0,0,4,0.4974,138.57
0,1,SemiTilt,6,0,4102.7,6,0,0,0,6,0.1971,191.84
0,1,SemiTilt,2,1,4291.5,2,0,1,1,2,0.2284,182.31
0,1,SemiTilt,4,1,4058.4,5,1,0,0,4,0.4146,100.58
0,1,SemiTilt,6,1,4341.9,6,0,0,1,7,0.4921,126.78
0,1,SemiTilt,2,2,4562.4,2,0,0,0,2,0.4725,205.0
0,1,SemiTilt,4,2,3975.5,4,0,0,0,4,0.4048,149.23
0,1,SemiTilt,6,2,4681.1,6,0,0,0,6,0.304,147.6
0,1,SemiTilt,2,3,4495.1,2,0,0,0,2,0.5843,84.23
0,1,SemiTilt,4,3,4803.3,4,0,0,0,4,0.4128,126.65
0,1,SemiTilt,6,3,4494.6,6,0,1,0,5,0.4783,196.26
0,1,SemiTilt,2,4,3977.9,2,0,0,0,2,0.0044,134.55
0,1,SemiTilt,4,4,4542.2,4,0,0,0,4,0.3913,81.45
0,1,SemiTilt,6,4,4199.5,7,1,1,0,5,0.5648,261.21
0,1,SemiTilt,2,5,5259.9,2,0,0,0,2,0.4439,133.11
0,1,SemiTilt,4,5,4507.2,4,0,0,0,4,0.5959,164.91
0,1,SemiTilt,6,5,4384.7,6,0,0,0,6,0.2313,6.22
0,1,SemiTilt,2,6,5191.1,2,0,0,0,2,0.2333,195.19
0,1,SemiTilt,4,6,4444.1,4,0,0,1,5,0.3208,144.16
0,1,SemiTilt,6,6,4732.0,6,0,0,0,6,0.4696,150.4
0,1,SemiTilt,2,7,5097.2,2,0,0,1,3,0.3611,172.3
0,1,SemiTilt,4,7,5283.9,4,0,0,0,4,0.3699,145.41
0,1,SemiTilt,6,7,4703.4,6,0,1,0,5,0.3371,152.81
0,1,SemiTilt,2,8,5075.4,2,0,0,1,3,0.4511,254.02
0,1,SemiTilt,4,8,4419.2,4,0,0,0,4,0.2876,145.64
0,1,SemiTilt,6,8,3922.2,6,0,0,1,7,0.2536,128.68
0,1,SemiTilt,2,9,4481.7,2,0,0,0,2,0.4257,107.94
0,1,SemiTilt,4,9,4205.5,5,1,0,0,4,0.5555,151.39
0,1,SemiTilt,6,9,5072.3,6,0,0,0,6,0.5397,58.99
0,1,SemiTilt,2,10,6238.7,2,0,0,1,3,0.3801,158.14
0,1,SemiTilt,4,10,4195.1,4,0,0,1,5,0.3725,186.85
0,1,SemiTilt,6,10,4824.3,6,0,0,1,7,0.4162,122.36
0,1,SemiTilt,2,11,4586.2,3,1,0,0,2,0.1943,107.27
0,1,SemiTilt,4,11,5010.0,4,0,0,0,4,0.3702,187.38
0,1,SemiTilt,6,11,4194.9,7,1,0,0,6,0.5041,61.37
0,1,SemiTilt,2,12,4602.3,2,0,0,0,2,0.47,191.19
0,1,SemiTilt,4,12,4314.8,5,1,0,0,4,0.656,135.77
0,1,SemiTilt,6,12,3352.4,6,0,1,0,5,0.1615,231.9
0,1,SemiTilt,2,13,4077.1,2,0,1,0,1,0.145,207.47
0,1,SemiTilt,4,13,4533.6,4,0,0,1,5,0.4055,135.3
0,1,SemiTilt,6,13,3277.0,8,2,0,1,7,0.4081,34.58
0,1,SemiTilt,2,14,4049.4,2,0,0,1,3,0.2178,135.35
0,1,SemiTilt,4,14,5151.7,4,0,0,0,4,0.4265,83.12
0,1,SemiTilt,6,14,4922.4,6,0,0,0,6,0.4327,141.91
0,2,SemiNDH,2,0,5344.5,2,0,0,0,2,0.2928,173.41
0,2,SemiNDH,4,0,4618.2,4,0,0,0,4,0.4098,237.61
0,2,SemiNDH,6,0,5377.2,6,0,0,0,6,0.4756,170.33
0,2,SemiNDH,2,1,5190.0,2,0,0,0,2,0.4166,149.34
0,2,SemiNDH,4,1,4414.0,4,0,0,0,4,0.1199,95.02
0,2,SemiNDH,6,1,4572.8,7,1,0,0,6,0.4602,111.02
0,2,SemiNDH,2,2,3452.9,2,0,0,1,3,0.4956,112.29
0,2,SemiNDH,4,2,4623.3,4,0,0,0,4,0.4339,86.14
0,2,SemiNDH,6,2,4083.9,6,0,1,0,5,0.2578,77.23
0,2,SemiNDH,2,3,3076.0,2,0,0,0,2,0.1769,106.48
0,2,SemiNDH,4,3,4315.7,4,0,0,0,4,0.3732,56.46
0,2,SemiNDH,6,3,4021.9,6,0,1,0,5,0.2487,146.03
0,2,SemiNDH,2,4,3499.3,2,0,0,0,2,0.0854,128.29
0,2,SemiNDH,4,4,4500.8,6,2,0,1,5,0.5149,103.12
0,2,SemiNDH,6,4,4065.3,6,0,0,0,6,0.5391,84.82
0,2,SemiNDH,2,5,4197.9,2,0,0,0,2,0.3743,60.55
0,2,SemiNDH,4,5,5434.0,4,0,0,0,4,0.5195,204.97
0,2,SemiNDH,6,5,2931.9,7,1,1,0,5,0.3549,132.18
0,2,SemiNDH,2,6,4121.9,2,0,0,0,2,0.4053,160.23
0,2,SemiNDH,4,6,4510.4,4,0,0,0,4,0.1738,20.54
0,2,SemiNDH,6,6,4327.7,7,1,0,1,7,0.2639,137.3
0,2,SemiNDH,2,7,6125.6,2,0,0,0,2,0.2333,193.83
0,2,SemiNDH,4,7,4260.3,5,1,0,0,4,0.6339,187.95
0,2,SemiNDH,6,7,4804.0,6,0,0,1,7,0.0015,229.75
0,2,SemiNDH,2,8,5133.2,2,0,0,0,2,0.5882,160.09
0,2,SemiNDH,4,8,4530.9,4,0,0,0,4,0.6307,15.71
0,2,SemiNDH,6,8,4266.5,6,0,0,1,7,0.4828,129.02
0,2,SemiNDH,2,9,4456.1,2,0,0,0,2,0.249,135.0
0,2,SemiNDH,4,9,4825.5,4,0,0,0,4,0.23,131.94
0,2,SemiNDH,6,9,4584.1,6,0,0,0,6,0.5122,162.98
0,2,SemiNDH,2,10,3820.9,2,0,0,0,2,0.3906,163.09
0,2,SemiNDH,4,10,4145.5,4,0,0,0,4,0.3724,237.74
0,2,SemiNDH,6,10,4180.4,6,0,0,0,6,0.4204,172.01
0,2,SemiNDH,2,11,4108.4,2,0,0,1,3,0.3342,32.33
0,2,SemiNDH,4,11,4867.3,4,0,0,0,4,0.2507,175.1
0,2,SemiNDH,6,11,3562.4,6,0,0,0,6,0.5995,160.19
0,2,SemiNDH,2,12,5151.6,2,0,0,0,2,0.3218,131.3
0,2,SemiNDH,4,12,5078.7,4,0,0,0,4,0.3951,91.92
0,2,SemiNDH,6,12,4939.3,6,0,0,0,6,0.7352,69.77
0,2,SemiNDH,2,13,4402.9,2,0,0,0,2,0.7441,201.25
0,2,SemiNDH,4,13,3841.6,4,0,0,0,4,0.1902,129.19
0,2,SemiNDH,6,13,4275.2,7,1,0,0,6,0.376,113.15
0,2,SemiNDH,2,14,4791.1,2,0,0,0,2,0.3169,173.46
0,2,SemiNDH,4,14,3815.8,4,0,0,0,4,0.5199,224.13
0,2,SemiNDH,6,14,4782.7,6,0,0,0,6,0.3324,191.02
0,3,SemiSwipe,2,0,4514.0,2,0,0,0,2,0.3284,214.55
0,3,SemiSwipe,4,0,3639.7,4,0,0,0,4,0.4052,249.89
0,3,SemiSwipe,6,0,4171.5,6,0,0,0,6,0.5057,246.12
0,3,SemiSwipe,2,1,4266.1,2,0,0,0,2,0.3652,68.28
0,3,SemiSwipe,4,1,5150.9,5,1,0,1,5,0.3598,198.15
0,3,SemiSwipe,6,1,5066.3,6,0,0,0,6,0.3348,51.64
0,3,SemiSwipe,2,2,4220.1,3,1,0,0,2,0.5514,68.99
0,3,SemiSwipe,4,2,4505.5,4,0,0,1,5,0.4709,221.41
0,3,SemiSwipe,6,2,5373.3,6,0,1,0,5,0.3004,175.31
0,3,SemiSwipe,2,3,4834.6,3,1,0,0,2,0.429,73.71
0,3,SemiSwipe,4,3,3869.7,4,0,0,0,4,0.3981,190.0
0,3,SemiSwipe,6,3,4583.7,6,0,0,1,7,0.5901,160.06
0,3,SemiSwipe,2,4,3997.8,2,0,0,0,2,0.6648,93.06
0,3,SemiSwipe,4,4,4139.7,6,2,0,2,6,0.2365,87.4
0,3,SemiSwipe,6,4,4118.8,6,0,0,1,7,0.3959,135.57
0,3,SemiSwipe,2,5,5156.3,2,0,0,0,2,0.4607,128.83
0,3,SemiSwipe,4,5,3512.3,5,1,0,0,4,0.4477,223.98
0,3,SemiSwipe,6,5,4805.2,6,0,0,0,6,0.5611,139.76
0,3,SemiSwipe,2,6,5218.3,2,0,0,0,2,0.2991,176.63
0,3,SemiSwipe,4,6,3536.0,5,1,0,0,4,0.5954,187.62
0,3,SemiSwipe,6,6,5221.1,6,0,0,0,6,0.6882,186.86
0,3,SemiSwipe,2,7,4839.1,3,1,0,0,2,0.1359,89.61
0,3,SemiSwipe,4,7,4257.0,4,0,0,0,4,0.3443,144.4
0,3,SemiSwipe,6,7,5651.9,6,0,0,1,7,0.524,199.67
0,3,SemiSwipe,2,8,3111.1,2,0,0,0,2,0.4306,127.21
0,3,SemiSwipe,4,8,4530.4,4,0,0,0,4,0.3044,115.6
0,3,SemiSwipe,6,8,5387.5,6,0,0,1,7,0.4254,203.24
0,3,SemiSwipe,2,9,4543.4,2,0,0,1,3,0.4663,77.79
0,3,SemiSwipe,4,9,4803.1,4,0,0,0,4,0.6735,198.54
0,3,SemiSwipe,6,9,4392.6,6,0,0,0,6,0.1143,130.28
0,3,SemiSwipe,2,10,4865.2,2,0,0,1,3,0.4755,137.95
0,3,SemiSwipe,4,10,4262.4,4,0,0,0,4,0.374,150.07
0,3,SemiSwipe,6,10,4249.8,6,0,0,0,6,0.6767,220.02
0,3,SemiSwipe,2,11,4514.9,2,0,0,0,2,0.2551,208.23
0,3,SemiSwipe,4,11,4735.6,4,0,0,0,4,0.3786,111.24
0,3,SemiSwipe,6,11,4535.0,6,0,0,1,7,0.5244,133.03
0,3,SemiSwipe,2,12,3988.8,2,0,0,0,2,0.2703,203.4
0,3,SemiSwipe,4,12,4757.2,4,0,0,0,4,0.34,92.84
0,3,SemiSwipe,6,12,4418.8,7,1,0,0,6,0.3824,97.56
0,3,SemiSwipe,2,13,4172.5,2,0,0,0,2,0.3867,59.17
0,3,SemiSwipe,4,13,4163.6,4,0,0,0,4,0.3133,203.98
0,3,SemiSwipe,6,13,4343.6,7,1,0,1,7,0.51,221.9
0,3,SemiSwipe,2,14,3786.0,2,0,0,1,3,0.7081,175.21
0,3,SemiSwipe,4,14,5086.3,4,0,0,0,4,0.4464,201.02
0,3,SemiSwipe,6,14,4950.3,6,0,0,0,6,0.6741,120.53
0,4,SemiDwell,2,0,4668.9,3,1,0,0,2,0.5086,195.22
0,4,SemiDwell,4,0,4038.4,4,0,0,0,4,0.2908,93.33
0,4,SemiDwell,6,0,4391.8,6,0,0,0,6,0.4616,167.17
0,4,SemiDwell,2,1,4883.2,2,0,0,1,3,0.4962,61.48
0,4,SemiDwell,4,1,4200.7,4,0,0,0,4,0.6273,141.79
0,4,SemiDwell,6,1,5255.9,6,0,0,0,6,0.095,143.32
0,4,SemiDwell,2,2,4247.1,2,0,0,0,2,0.564,105.84
0,4,SemiDwell,4,2,4222.5,4,0,0,0,4,0.4302,140.2
0,4,SemiDwell,6,2,4676.2,7,1,0,0,6,0.4877,152.14
0,4,SemiDwell,2,3,5171.9,2,0,0,0,2,0.3927,242.55
0,4,SemiDwell,4,3,5949.1,4,0,0,0,4,0.5801,149.13
0,4,SemiDwell,6,3,4664.1,7,1,0,1,7,0.4522,105.7
0,4,SemiDwell,2,4,4630.2,2,0,0,1,3,0.1837,119.79
0,4,SemiDwell,4,4,5679.3,5,1,1,0,3,0.1602,223.86
0,4,SemiDwell,6,4,4442.8,7,1,0,1,7,0.3677,108.95
0,4,SemiDwell,2,5,4207.6,2,0,0,0,2,0.6391,230.93
0,4,SemiDwell,4,5,4636.6,4,0,0,0,4,0.4057,238.7
0,4,SemiDwell,6,5,3968.1,7,1,0,0,6,0.5399,164.77
0,4,SemiDwell,2,6,4390.2,2,0,0,0,2,0.2499,186.15
0,4,SemiDwell,4,6,5276.2,5,1,0,0,4,0.5555,161.26
0,4,SemiDwell,6,6,5218.6,7,1,1,0,5,0.4451,204.87
0,4,SemiDwell,2,7,3847.4,2,0,0,0,2,0.1994,148.67
0,4,SemiDwell,4,7,4095.3,4,0,0,0,4,0.3659,120.9
0,4,SemiDwell,6,7,4671.8,6,0,0,0,6,0.4399,117.73
0,4,SemiDwell,2,8,5023.8,3,1,0,1,3,0.1471,112.92
0,4,SemiDwell,4,8,4650.4,4,0,0,0,4,0.3963,228.15
0,4,SemiDwell,6,8,3926.8,7,1,1,1,6,0.3494,184.47
0,4,SemiDwell,2,9,4547.2,2,0,0,0,2,0.5293,176.48
0,4,SemiDwell,4,9,4374.1,4,0,0,0,4,0.4892,234.29
0,4,SemiDwell,6,9,3904.9,6,0,0,1,7,0.4059,51.1
0,4,SemiDwell,2,10,3895.3,2,0,0,1,3,0.5288,168.31
0,4,SemiDwell,4,10,5810.4,4,0,0,0,4,0.5525,143.74
0,4,SemiDwell,6,10,4990.3,6,0,0,0,6,0.3137,87.57
0,4,SemiDwell,2,11,4858.6,2,0,0,1,3,0.3397,268.05
0,4,SemiDwell,4,11,4630.3,4,0,0,0,4,0.1672,20.94
0,4,SemiDwell,6,11,4761.2,6,0,0,0,6,0.2359,264.39
0,4,SemiDwell,2,12,4796.7,2,0,0,1,3,0.4247,38.49
0,4,SemiDwell,4,12,5457.6,4,0,0,1,5,0.4489,140.31
0,4,SemiDwell,6,12,3474.0,6,0,0,0,6,0.6189,270.25
0,4,SemiDwell,2,13,4637.0,2,0,0,0,2,0.4366,107.03
0,4,SemiDwell,4,13,3882.3,4,0,0,0,4,0.6068,138.79
0,4,SemiDwell,6,13,4367.5,6,0,0,0,6,0.2125,95.91
0,4,SemiDwell,2,14,5148.0,2,0,0,0,2,0.3221,95.46
0,4,SemiDwell,4,14,3668.5,4,0,1,0,3,0.4181,174.97
0,4,SemiDwell,6,14,5656.5,6,0,0,0,6,0.3598,252.83
1,0,SemiNDH,2,0,6617.0,2,0,0,0,2,0.3994,158.63
1,0,SemiNDH,4,0,6294.7,4,0,0,0,4,0.3555,59.01
1,0,SemiNDH,6,0,7160.3,7,1,1,1,6,0.1252,122.04
1,0,SemiNDH,2,1,5930.9,2,0,0,0,2,0.5477,228.65
1,0,SemiNDH,4,1,6394.2,4,0,0,0,4,0.339,227.9
1,0,SemiNDH,6,1,5203.3,7,1,0,1,7,0.6007,177.91
1,0,SemiNDH,2,2,6937.4,2,0,0,1,3,0.2476,77.58
1,0,SemiNDH,4,2,6885.9,4,0,0,1,5,0.4417,298.72
1,0,SemiNDH,6,2,6850.6,6,0,0,0,6,0.2034,190.9
1,0,SemiNDH,2,3,5368.3,2,0,0,1,3,0.3255,159.6
1,0,SemiNDH,4,3,6636.1,4,0,0,0,4,0.3352,84.89
1,0,SemiNDH,6,3,7111.2,6,0,0,0,6,0.4121,221.44
1,0,SemiNDH,2,4,6581.1,2,0,0,0,2,0.5435,60.21
1,0,SemiNDH,4,4,5943.0,4,0,0,0,4,0.5138,65.53
1,0,SemiNDH,6,4,7091.5,6,0,1,0,5,0.5042,104.81
1,0,SemiNDH,2,5,5961.2,2,0,0,1,3,0.6445,128.41
1,0,SemiNDH,4,5,7594.6,4,0,0,1,5,0.4776,60.61
1,0,SemiNDH,6,5,7246.4,7,1,0,0,6,0.49,156.01
1,0,SemiNDH,2,6,7325.4,2,0,0,0,2,0.3069,180.28
1,0,SemiNDH,4,6,6773.9,5,1,0,1,5,0.5159,10.55
1,0,SemiNDH,6,6,5597.4,7,1,0,0,6,0.3699,84.13
1,0,SemiNDH,2,7,6321.5,2,0,0,1,3,0.4106,198.49
1,0,SemiNDH,4,7,6223.1,4,0,0,1,5,0.5204,139.43
1,0,SemiNDH,6,7,7531.2,6,0,0,1,7,0.473,127.1
1,0,SemiNDH,2,8,7929.4,2,0,0,0,2,0.4845,180.66
1,0,SemiNDH,4,8,7379.7,4,0,0,0,4,0.3141,218.15
1,0,SemiNDH,6,8,6892.9,6,0,0,0,6,0.303,176.89
1,0,SemiNDH,2,9,5236.3,2,0,0,0,2,0.2705,234.35
1,0,SemiNDH,4,9,7720.5,4,0,0,0,4,0.3769,118.68
1,0,SemiNDH,6,9,7019.5,7,1,0,0,6,0.5585,149.49
1,0,SemiNDH,2,10,6670.2,2,0,1,0,1,0.4842,171.53
1,0,SemiNDH,4,10,6104.8,4,0,0,0,4,0.5545,64.07
1,0,SemiNDH,6,10,7223.9,9,3,0,1,7,0.4492,47.28
1,0,SemiNDH,2,11,6957.4,2,0,0,0,2,0.13,210.93
1,0,SemiNDH,4,11,7022.4,5,1,1,0,3,0.3531,171.8
1,0,SemiNDH,6,11,7601.9,7,1,0,0,6,0.3869,152.98
1,0,SemiNDH,2,12,6288.0,2,0,0,0,2,0.4709,57.55
1,0,SemiNDH,4,12,6966.7,5,1,0,0,4,0.2163,155.94
1,0,SemiNDH,6,12,7276.7,6,0,0,0,6,0.3296,215.92
1,0,SemiNDH,2,13,7275.6,2,0,1,0,1,0.793,133.54
1,0,SemiNDH,4,13,6678.9,4,0,0,0,4,0.345,139.49
1,0,SemiNDH,6,13,7129.9,6,0,0,0,6,0.4974,107.28
1,0,SemiNDH,2,14,6567.4,2,0,0,0,2,0.5849,288.58
1,0,SemiNDH,4,14,6159.0,4,0,0,0,4,0.4439,218.37
1,0,SemiNDH,6,14,6471.4,6,0,0,0,6,0.3488,176.27
1,1,FullDH,2,0,7141.0,2,0,0,0,2,0.4228,210.44
1,1,FullDH,4,0,6254.7,4,0,1,1,4,0.2333,266.38
1,1,FullDH,6,0,5640.7,6,0,0,1,7,0.5593,96.76
1,1,FullDH,2,1,6368.5,2,0,0,0,2,0.6179,156.78
1,1,FullDH,4,1,5368.7,4,0,0,1,5,0.2702,80.93
1,1,FullDH,6,1,6113.9,6,0,0,1,7,0.2654,180.48
1,1,FullDH,2,2,5998.3,2,0,0,0,2,0.692,109.55
1,1,FullDH,4,2,6897.3,4,0,0,0,4,0.4686,168.37
1,1,FullDH,6,2,8118.3,6,0,0,0,6,0.2943,122.78
1,1,FullDH,2,3,6641.5,2,0,1,0,1,0.1545,122.26
1,1,FullDH,4,3,5941.6,4,0,1,0,3,0.5402,79.8
1,1,FullDH,6,3,6010.9,7,1,0,0,6,0.6438,237.58
1,1,FullDH,2,4,5218.4,2,0,0,0,2,0.4841,142.33
1,1,FullDH,4,4,7328.0,5,1,0,0,4,0.3432,146.07
1,1,FullDH,6,4,6701.1,6,0,1,0,5,0.3956,245.46
1,1,FullDH,2,5,5910.8,2,0,0,0,2,0.3197,92.35
1,1,FullDH,4,5,6400.4,4,0,0,0,4,0.3835,165.61
1,1,FullDH,6,5,7015.0,6,0,1,1,6,0.2168,135.14
1,1,FullDH,2,6,6096.8,2,0,0,1,3,0.462,223.04
1,1,FullDH,4,6,5951.0,5,1,0,0,4,0.3724,145.87
1,1,FullDH,6,6,6195.6,6,0,0,0,6,0.2683,60.05
1,1,FullDH,2,7,5896.8,2,0,0,0,2,0.6015,70.05
1,1,FullDH,4,7,6147.7,4,0,0,1,5,0.2569,127.66
1,1,FullDH,6,7,6484.6,6,0,0,0,6,0.522,194.13
1,1,FullDH,2,8,6760.6,2,0,0,1,3,0.2414,184.84
1,1,FullDH,4,8,7777.5,4,0,0,0,4,0.3606,107.84
1,1,FullDH,6,8,7832.0,6,0,0,0,6,0.4294,208.72
1,1,FullDH,2,9,6626.9,2,0,0,0,2,0.4333,191.69
1,1,FullDH,4,9,7295.3,4,0,0,0,4,0.2886,70.74
1,1,FullDH,6,9,6574.3,6,0,0,0,6,0.5292,273.24
1,1,FullDH,2,10,6891.2,2,0,0,1,3,0.5589,114.88
1,1,FullDH,4,10,5702.9,4,0,0,0,4,0.0241,201.63
1,1,FullDH,6,10,6301.6,6,0,0,1,7,0.2613,98.45
1,1,FullDH,2,11,6304.0,2,0,0,1,3,0.6907,169.98
1,1,FullDH,4,11,6705.3,4,0,0,1,5,0.4572,98.01
1,1,FullDH,6,11,5324.9,6,0,0,0,6,0.55,98.97
1,1,FullDH,2,12,6599.5,2,0,0,0,2,0.5024,175.26
1,1,FullDH,4,12,6179.4,5,1,1,0,3,0.2798,186.02
1,1,FullDH,6,12,6335.7,6,0,0,0,6,0.4383,257.41
1,1,FullDH,2,13,6856.8,2,0,0,0,2,0.5737,193.0
1,1,FullDH,4,13,6982.8,4,0,0,0,4,0.3542,208.16
1,1,FullDH,6,13,6802.0,6,0,0,0,6,0.3756,197.88
1,1,FullDH,2,14,6254.0,2,0,0,0,2,0.5355,150.61
1,1,FullDH,4,14,6046.3,5,1,0,0,4,0.5237,200.51
1,1,FullDH,6,14,6506.9,7,1,0,1,7,0.2928,88.42
1,2,SemiDwell,2,0,6472.7,2,0,0,1,3,0.295,120.74
1,2,SemiDwell,4,0,7037.3,4,0,0,0,4,0.4514,142.72
1,2,SemiDwell,6,0,6960.2,6,0,0,0,6,0.2764,127.38
1,2,SemiDwell,2,1,6407.4,2,0,0,0,2,0.23,214.98
1,2,SemiDwell,4,1,6701.8,4,0,0,0,4,0.6094,141.11
1,2,SemiDwell,6,1,7269.1,7,1,0,1,7,0.3684,218.16
1,2,SemiDwell,2,2,6029.5,2,0,0,0,2,0.577,121.42
1,2,SemiDwell,4,2,6258.8,4,0,1,1,4,0.4866,94.55
1,2,SemiDwell,6,2,8018.8,6,0,1,0,5,0.4426,184.25
1,2,SemiDwell,2,3,7313.4,2,0,0,0,2,0.4178,264.54
1,2,SemiDwell,4,3,6250.8,5,1,0,0,4,0.649,131.42
1,2,SemiDwell,6,3,6685.2,7,1,1,1,6,0.18,188.25
1,2,SemiDwell,2,4,6252.2,2,0,0,0,2,0.4851,222.9
1,2,SemiDwell,4,4,6208.4,4,0,0,1,5,0.1981,170.98
1,2,SemiDwell,6,4,6621.8,6,0,1,1,6,0.366,96.89
1,2,SemiDwell,2,5,6773.9,2,0,0,1,3,0.6144,149.54
1,2,SemiDwell,4,5,7015.5,4,0,0,1,5,0.4877,135.83
1,2,SemiDwell,6,5,6000.7,7,1,0,0,6,0.3921,74.75
1,2,SemiDwell,2,6,6772.9,2,0,0,0,2,0.5826,102.92
1,2,SemiDwell,4,6,7223.8,4,0,0,0,4,0.1323,127.64
1,2,SemiDwell,6,6,6376.7,6,0,1,1,6,0.4448,156.6
1,2,SemiDwell,2,7,6142.8,2,0,0,0,2,0.6452,96.38
1,2,SemiDwell,4,7,6460.3,4,0,1,0,3,0.4131,137.72
1,2,SemiDwell,6,7,6579.9,6,0,0,0,6,0.261,98.69
1,2,SemiDwell,2,8,6815.2,2,0,0,1,3,0.5001,162.77
1,2,SemiDwell,4,8,7007.3,4,0,0,0,4,0.4819,183.58
1,2,SemiDwell,6,8,7027.5,6,0,0,1,7,0.2043,163.53
1,2,SemiDwell,2,9,6949.7,2,0,0,1,3,0.2905,119.42
1,2,SemiDwell,4,9,5839.8,4,0,0,0,4,0.5897,188.86
1,2,SemiDwell,6,9,5912.3,6,0,0,1,7,0.3733,206.45
1,2,SemiDwell,2,10,7283.9,2,0,0,0,2,0.5874,270.41
1,2,SemiDwell,4,10,7418.3,4,0,0,0,4,0.5428,147.93
1,2,SemiDwell,6,10,5414.1,7,1,0,0,6,0.5183,125.09
1,2,SemiDwell,2,11,6516.3,3,1,1,1,2,0.3388,252.54
1,2,SemiDwell,4,11,6095.8,5,1,0,0,4,0.4437,41.1
1,2,SemiDwell,6,11,6272.3,6,0,1,0,5,0.2633,79.03
1,2,SemiDwell,2,12,6796.0,2,0,0,0,2,0.5095,151.4
1,2,SemiDwell,4,12,7432.4,5,1,0,0,4,0.2509,93.88
1,2,SemiDwell,6,12,6410.5,7,1,0,0,6,0.1707,253.63
1,2,SemiDwell,2,13,6364.7,2,0,1,0,1,0.555,95.39
1,2,SemiDwell,4,13,6914.1,4,0,0,0,4,0.2033,235.64
1,2,SemiDwell,6,13,6183.9,6,0,0,1,7,0.4838,72.76
1,2,SemiDwell,2,14,6037.8,2,0,0,1,3,0.2625,155.09
1,2,SemiDwell,4,14,7094.3,4,0,1,0,3,0.3017,169.29
